SURVEY	YEAR	MONTH	DATE	SITE	BLOCK	TREATMENT	PLOT	REBAR	NIGHT	SPECIES	CAPTURE	SEX	CONDITION	AGE	LEFT_HIND_FOOT	LEFT_TAG	ORIGINAL_TAG	ID	MARKS	WEIGHT	notes
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	1C	4	X											
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	1G	4	UMus	R								1		
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	2G	4	Gero	C	M	N	A		1137/1142	1137/1142	2410	0		Escaped
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	3F	4	Gero	R	M	S	A	37	1527/1540	1527/1540	2213	0	99	
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	4B	4	UMus	C	M	S	A	13			2411	1	5.7	
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	4C	4	Aehi	R					1436/1429	1436/1429	2350	0		
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	4D	4	Same	R					1841/B1 916	1841/B1 916	1371	0		
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	4F	4	UMus	C	M	N	A	12			2414	1	14.1	
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	5E	4	Same	R					1752/1769	1752/1769	2132	0		
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	6C	4	Same	R	M	S	A		1539/1514	1539/1514	2243	0	72	
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	7B	4	Aehi	R	M	S	A		1820/1889	1820/1889	2031	0	130	
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	7F	4	Aehi	R					B1 994/B1 979	B1 994/B1 979	302	0		
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1A	1	Same	R	m	S	A		1747/1703	1747/1703	2060	0	92	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1F	1	Aehi	R	F	L	A		1409/1780	1862/1780	2073	0	110	Left tag replaced
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1G	1	Aehi	R	M	S	A		1721/1730	1721/1730	2130	0	125	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2A	1	Aehi	R	M	S	A		1601/1565	1601/1565	2221	0	132	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2B	1	Aehi	C	M	N	J		1415/1442	1415/1442	2309	0	68	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2C	1	Aehi	C	F	N	A		1486/1492	1486/1492	2310	0	81	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2G	1	UMus	C	M	S	A	12			2317	1	5.5	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3C	1	Aehi	R	f	L	A		1796/1790	1796/1790	2029	0	110	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3E	1	Aehi	C	F	N	A		1491/1438	1491/1438	2314	0	74	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3G	1	Same	R	f	N	A		1718/1775	1718/1775	2028	0	70	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4C	1	UMus	C	F	P	A	12			2316	1	7	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4D	1	Gero	R	f	N	A	38	1875/1923	1875/1923	520	0	93	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4F	1	UArvi									0		Escaped
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4G	1	Arni	C	M	N	A		1435/1425	1435/1425	2312	0	31	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5A	1	Aehi	C	F	N	A		1416/1484	1416/1484	2313	0	77	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5B	1	Aehi	C	M	N	A		1490/1430	1490/1430	2311	0	83	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5D	1	Same	R	M	S	A		1772/1755	1772/1755	2138	0	73	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5F	1	Same	R	F	N	A		B1 866/B1 862	B1 866/B1 862	1359	0	78	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6A	1	Same	R	M	S	A		B1 982/B1 905	B1 982/B1 905	1372	0	120	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6F	1	UMus	C	F	N	A	12			2315	1	6	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7B	1	Same	R	f	N	A		1793/1788	1793/1788	2041	0	84	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7C	1	Aehi	C	m	S	A		1419/1457	1419/1457	2308	0	128	
17	2012	January	11-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7E	1	Aehi	R	f	P	A		1745/1708	1745/1708	2131	0	120	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1B	2	Aehi	R					1415/1442	1415/1442	2309	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1C	2	Aehi	R					1486/1492	1486/1492	2310	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1D	2	Aehi	R					1601/1565	1601/1565	2221	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2B	2	Aehi	R					1796/1790	1796/1790	2029	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2D	2	UMus	C	F	P	A	14			2348	1	9.8	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2F	2	Aehi	R					1409/1780	1862/1780	2073	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3D	2	Aehi	C	F	N	A		1462/1418	1462/1418	2342	0	93	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3E	2	Grdo	C	M	N	A		1453/1401	1453/1401	2344	0	23	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3F	2	Aehi	C	M	S	A		1440/1510	1440/1510	2340	0	85	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3G	2	Same	R					1718/1775	1718/1775	2028	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4B	2	UMus	C	M	S	A	12			2347	1	5.6	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4C	2	Arni	C	M	N	J		1494/1479	1494/1479	2345	0	28	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4D	2	Gero	C	M	N	J	32	1433/1427	1433/1427	2341	0	32	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5B	2	Same	R					1793/1788	1793/1788	2041	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5D	2	Aehi	R					1490/1430	1490/1430	2311	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5E	2	Same	R					1772/1755	1772/1755	2138	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5F	2	Aehi	R					1721/1730	1721/1730	2130	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5G	2	Gero	C	M	N	A	37	1573/1537	1573/1537	2339	0	62	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6A	2	Same	R					B1 982/B1 905	B1 982/B1 905	1372	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6D	2	Acke	C	M	S	A				2346	1	21	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6F	2	UMus	R								1		Dead
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7C	2	Aehi	R	F	N	A		1602/1543	1602/1543	2222	0	92	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7D	2	Aehi	C	M	N	J		1414/1445	1414/1445	2343	0	58	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7E	2	Aehi	R	M	S	A		1771/1751	1771/1751	2137	0	148	
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7F	2	Gero	R					1875/1923	1875/1923	520	0		
17	2012	January	12-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7G	2	Same	R					B1 866/B1 862	B1 866/B1 862	1359	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6C	3	UMus	C	M	S	A	12			2372	1	5.1	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1D	3	Aehi	R					1601/1565	1601/1565	2221	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2A	3	Elru	R	F	N	A		1614/1609	1614/1609	2167	0	64	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2C	3	Aehi	R					1486/1492	1486/1492	2310	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2E	3	Gero	R					1433/1427	1433/1427	2341	0		Dead
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2F	3	UMus	R								1		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2G	3	Same	C	F	N	J		1102/1101	1102/1101	2375	0	52	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3B	3	Aehi	R					1796/1790	1796/1790	2029	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3F	3	Aehi	R					1409/1780	1862/1780	2073	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3G	3	Same	R					1718/1775	1718/1775	2028	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4A	3	Aehi	R					1462/1418	1462/1418	2342	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4B	3	UMus	C	F	L	A	12			2373	1	7	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4B	3	Gero	C	M	N	J	31	1106/1105	1106/1105	2380	0	33	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4E	3	Gero	R					1875/1923	1875/1923	520	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4G	3	Arni	C	F	N	A					0		Dead
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5B	3	UMus	C	M	S	A	13			2369	1	8.9	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5C	3	UMus	C	M	S	A	12			2371	1	10	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5D	3	Aehi	R					1490/1430	1490/1430	2311	0		Dead
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5E	3	Same	R					1772/1755	1772/1755	2138	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5F	3	Aehi	R					1721/1730	1721/1730	2130	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6A	3	Same	R					B1 982/B1 905	B1 982/B1 905	1372	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6B	3	UMus	C	F	L	A	13			2378	1	7.4	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6E	3	Aehi	R	F	L	A		1745/1708	1745/1708	2131	0	122	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6F	3	UMus	C	M	N	A					1		Dead
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7B	3	Same	R					1793/1788	1793/1788	2041	0		
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7C	3	Aehi	R	M	S	A		1762/1768	1762/1768	2135	0	110	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7D	3	Acke	R								1		Dead
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7F	3	Aehi	C	M	S	A		1103/1104	1103/1104	2376	0	98	
17	2012	January	13-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7G	3	Same	R					B1 866/B1 862	B1 866/B1 862	1359	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1A	4	Same	C	M	S	A		1139/1145	1139/1145	2413	0	98	
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	1G	4	Aehi	R					1409/1780	1862/1780	2073	0		Cold
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2A	4	Aehi	R					1416/1484	1416/1484	2313	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2B	4	Aehi	R					1415/1442	1415/1442	2309	0		Dead
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2C	4	Aehi	R					1486/1492	1486/1492	2310	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2E	4	Aehi	C	M	S	A		1128/1135	1128/1135	2404	0	112	
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	2F	4	UMus	C	F	N	A					1	5.9	Dead
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3A	4	Aehi	R					1796/1790	1796/1790	2029	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3B	4	Aehi	C	F	N	A		1140/1132	1140/1132	2412	0	97	
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3E	4	UMus	C	M	S	A	12			2409	1	8	
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3F	4	Aehi	R					1721/1730	1721/1730	2130	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	3G	4	Same	R					1718/1775	1718/1775	2028	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4A	4	Aehi	R					1762/1768	1762/1768	2135	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4B	4	Gero	R					1875/1923	1875/1923	520	0		Cold
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	4E	4	Aehi	R					1440/1510	1440/1510	2340	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	5E	4	Same	R					1772/1755	1772/1755	2138	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6A	4	Same	R					B1 982/B1 905	B1 982/B1 905	1372	0		Dead
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6B	4	Same	R					1793/1788	1793/1788	2041	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6C	4	Aehi	R					1771/1751	1771/1751	2137	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6D	4	UMus	C	M	S	A	12			2408	1	8.2	
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6E	4	Gero	R					1573/1537	1573/1537	2339	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	6F	4	UMus	R								1		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7A	4	UMus	C	F	N	A	12			2406	1	8	
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7C	4	UMus	C	F	L	A	13			2407	1	5.9	
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7D	4	Aehi	R					1414/1445	1414/1445	2343	0		
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7E	4	Aehi	R					1745/1708	1745/1708	2131	0		Cold
17	2012	January	14-Jan-12	SOUTH	1	TOTAL	S1TOTAL	7G	4	Same	R					B1 866/B1 862	B1 866/B1 862	1359	0		
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	1B	1	Same	R	F	N	A		B1 915/B1 903	B1 915/B1 903	1364	0	72	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	1C	1	Same	C	F	N	A		1485/1495	1485/1495	2319	0	69	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	1E	1	Aehi	R	M	S	A		1521/1432	1521/1576	2212	0	128	Right tag replaced
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	2C	1	Same	C	M	S	A		1465/1489	1465/1489	2320	0	97	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	2F	1	Same	R	F	N	A		B1 611/B1 612	B1 611/B1 612	1337	0	84	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	3C	1	UMus	C	F	L	A					1	5.7	Dead
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	3D	1	Aehi	R	M	S	A		1649/1405	1649/1626	2119	0	111	Right tag replaced
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	3E	1	UMus	C	M	N	A	12			2324	1	6.5	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	3F	1	Aehi	R	M	S	A		1648/1634	1648/1634	2119	0	120	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	4D	1	UMus	C	M	N	A	11			2321	1	5.4	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	5B	1	Elru	R	F	N	A		1548/1552	1548/1552	2245	0	64	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	6A	1	Acke	C	M	S	A				2322	1	34	
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	6C	1	X											
17	2012	January	11-Jan-12	SOUTH	2	OPEN	S2OPEN	7C	1	X											
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	1A	2	Same	R					B1 915/B1 903	B1 915/B1 903	1364	0		
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	1D	2	UMus	C	F	N	A	10			2357	1	4.8	
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	1G	2	Acke	C	F	N	A				2354	1	29	
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	2A	2	UMus	C	F	P	A	11			2356	1	9.2	
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	2B	2	UMus	C	F	P	A	12			2355	1		
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	2C	2	Same	R					1465/1489	1465/1489	2320	0		
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	2G	2	Aehi	C	F	N	A		1410/1428	1410/1428	2353	0	80	
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	3G	2	Same	R					B1 611/B1 612	B1 611/B1 612	1337	0		
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	4A	2	Elru	R					1548/1552	1548/1552	2245	0		
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	4D	2	UMus	C	M	S	A	12			2359	1	5.4	
17	2012	January	12-Jan-12	SOUTH	2	OPEN	S2OPEN	5A	2	UMus	C	F	P	A	12			2358	1	11	
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	1A	3	Same	R					B1 915/B1 903	B1 915/B1 903	1364	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	1C	3	Same	C	F	N	A		1107/1108	1107/1108	2383	0	53	
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	1D	3	Same	R					1465/1489	1465/1489	2320	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	1E	3	Aehi	R					1649/1405	1649/1626	2119	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	1G	3	Aehi	R					1648/1634	1648/1634	2119	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	2A	3	UMus	C	M	S	A	11			2384	1	6.3	
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	2B	3	UMus	C	M	N	A	11			2385	1	4.2	
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	2D	3	Aehi	R					1521/1432	1521/1576	2212	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	2G	3	Same	R					B1 611/B1 612	B1 611/B1 612	1337	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	3D	3	Same	R	F	N	A		1485/1495	1485/1495	2319	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	3G	3	Aehi	R					1410/1428	1410/1428	2353	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	4D	3	UMus	C	M	N	A	14				1		Escaped
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	5A	3	Elru	R					1548/1552	1548/1552	2245	0		
17	2012	January	13-Jan-12	SOUTH	2	OPEN	S2OPEN	6A	3	UMus	C	F	P	A	13			2387	1	12	
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	1G	4	Aehi	R					1648/1634	1648/1634	2119	0		
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	2A	4	UMus	C	M	S	A	12			2418	1	6.4	
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	2B	4	UMus	C	M	S	A	12			2417	1	7.3	
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	2D	4	Same	R					B1 915/B1 903	B1 915/B1 903	1364	0		
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	2E	4	Same	R					1485/1495	1485/1495	2319	0		
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	2F	4	Croc 	C	M	N	A				2416	1	11	
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	2G	4	X											
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	3D	4	Aehi	R					1649/1405	1649/1626	2119	0		
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	3E	4	UMus	R								1		
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	3G	4	Same	R					B1 611/B1 612	B1 611/B1 612	1337	0		
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	5D	4	Gero	C	M	S	A	36	B1 749/B1 739	B1 749/B1 739	2415	0	98	
17	2012	January	14-Jan-12	SOUTH	2	OPEN	S2OPEN	6F	4	Aehi	R					1521/1432	1521/1576	2212	0		
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	1B	1	Aehi	R					1613/1624	1613/1624	2166	0		Escaped
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	1F	1	Aehi	C	F	L	A		1488/1413	1488/1413	2326	0	120	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2D	1	Acke	C	M	S	A				2325	1	36	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2E	1	Aehi	C	F	N	J		1461/1481	1461/1481	2330	0	27	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2G	1	Aehi	C	M	S	A		1426/1431	1426/1431	2328	0	130	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	3A	1	Same	R	F	N	A		1925/B1 756	B1 762/B1 756	1350	0	95	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	3B	1	Aehi	C	M	S	A		1449/1473	1449/1473	2327	0	132	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	3E	1	Elru	R	M	N	A		1928/1989	1928/1989	434	0	65	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	4A	1	Aehi	C	F	L	A		1444/1458	1444/1458	2329	0	92	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	4C	1	Aehi	R	F	N	A		1610/1615	1610/1615	2163	0	95	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	6G	1	X											
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	7A	1	Elru	R	F	P	A		B1 983/B1 967	B1 983/B1 967	480	0	72	
17	2012	January	11-Jan-12	SOUTH	2	TOTAL	S2TOTAL	7G	1	Aehi	R	F	L	A		1714/1715	1714/1715	2065	0	119	
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	1D	2	Acke	C	F	P	A				2360	1	33	
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2D	2	Elru	R	M	S	A		1928/1989	1928/1989	434	0	60	
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2E	2	Aehi	R					1488/1413	1488/1413	2326	0		
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2F	2	Aehi	R					1426/1431	1426/1431	2328	0		
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	3A	2	UMus	C	M	S	A	12			2361	1	6	
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	4A	2	Same	R					1925/B1 756	B1 762/B1 756	1350	0		
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	5F	2	Elru	R	F	P	A		B1 727/B1 603	B1 604/B1 603	456	0	62	
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	6A	2	Elru	R	M	S	A		1603/1605	1603/1605	2161	0	58	
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	6F	2	Elru	R	F	P	A		1899/1868	1899/1868	432	0	60	
17	2012	January	12-Jan-12	SOUTH	2	TOTAL	S2TOTAL	7G	2	Aehi	R					1714/1715	1714/1715	2065	0		
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	1A	3	Aehi	C	M	N	J		1125/1109	1125/1109	2390	0	28	
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	1C	3	Acke	R								1		
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	1D	3	Acke	R								1		
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	1F	3	Elru	R					1928/1989	1928/1989	434	0		
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2A	3	Acke	C	M	S	A				2391	1	29	
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2B	3	UMus	C	M	S	A	13			2392	1	8.5	
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	2D	3	Aehi	R					1449/1473	1449/1473	2327	0		
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	3A	3	Same	R					1925/B1 756	B1 762/B1 756	1350	0		
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	3D	3	UMus	R								1		Dead
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	3G	3	Elru	R					B1 727/B1 603	B1 604/B1 603	456	0		
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	4C	3	Aehi	C	M	S	A		1111/1121	1111/1121	2388	0	110	
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	5F	3	Elru	R								0		Escaped
17	2012	January	13-Jan-12	SOUTH	2	TOTAL	S2TOTAL	6F	3	Gero	C	M	N	A	37	1118/1120	1118/1120	2389	0	105	
