SURVEY	YEAR	MONTH	DATE	SITE	BLOCK	TREATMENT	PLOT	REBAR	NIGHT	SPECIES	CAPTURE	SEX	CONDITION	AGE	LEFT_HIND_FOOT	LEFT_TAG	ORIGINAL_TAG	ID	MARKS	WEIGHT	notes
17	2012	January	15-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3B	1	Croc 	C	F	N	A					1		Dead
17	2012	January	15-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3G	1	X											
17	2012	January	15-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	4C	1	Croc 	C	F	N	A				2431	1	9.1	
17	2012	January	15-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	5G	1	Gero									0		Dead
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	1G	2	Same	R	F	P	A		1803/1895	1803/1895	2016	0		
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	2A	2	Grmi	C	F	N	A				2439	0	13	
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	2D	2	Croc 	C	F	N	A					1	7.5	Dead
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3A	2	Croc 	C	F	N	A				2441	1	9	
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3C	2	UMus	C	M	N	A	13			2442	1	6.3	
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	4G	2	X											
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	5D	2	X											
17	2012	January	16-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	6A	2	X											
17	2012	January	17-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	1G	3	Same	R					1803/1895	1803/1895	2016	0		
17	2012	January	17-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	2A	3	Arni	C	F	P	A		1154/1152	1154/1152	2447	0		Escaped
17	2012	January	17-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	2D	3	Grmi	C	M	N	A				2449	0	10	
17	2012	January	17-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3A	3	Grmi	R										
17	2012	January	17-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3G	3	Croc 	C	M	N	A					1	9	Dead
17	2012	January	17-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	4G	3	Grmi	C	F	L	A				2451	0	13	
17	2012	January	17-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	6D	3	UMus	C	F	P	A	12			2450	1	8	
17	2012	January	18-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	1C	4	Arni	R					1154/1152	1154/1152	2447	0		
17	2012	January	18-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	1F	4	Arni	C	M	N	A					0	67	Dead
17	2012	January	18-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3B	4	UMus	C	M	S	A	12			2460	1	5.1	
17	2012	January	18-Jan-12	CENTRAL	1	TOTAL	C1TOTAL	3C	4	UMus	C	M	N	A	13				1	5	Dead
17	2012	January	15-Jan-12	CENTRAL	2	OPEN	C2OPEN		1												Nothing caught
17	2012	January	16-Jan-12	CENTRAL	2	OPEN	C2OPEN		2												Nothing caught
17	2012	January	16-Jan-12	CENTRAL	2	OPEN	C2OPEN	1B	2	X											
17	2012	January	16-Jan-12	CENTRAL	2	OPEN	C2OPEN	1F	2	X											
17	2012	January	16-Jan-12	CENTRAL	2	OPEN	C2OPEN	2D	2	X											
17	2012	January	16-Jan-12	CENTRAL	2	OPEN	C2OPEN	7G	2	X											
17	2012	January	17-Jan-12	CENTRAL	2	OPEN	C2OPEN		3												Nothing caught
17	2012	January	17-Jan-12	CENTRAL	2	OPEN	C2OPEN	2A	3	X											
17	2012	January	18-Jan-12	CENTRAL	2	OPEN	C2OPEN		4												Nothing caught
17	2012	January	15-Jan-12	CENTRAL	2	TOTAL	C2TOTAL		1												Nothing caught
17	2012	January	15-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	5D	1	X											
17	2012	January	16-Jan-12	CENTRAL	2	TOTAL	C2TOTAL		2												Nothing caught
17	2012	January	16-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	5C	2	X											
17	2012	January	17-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	3E	3	X											
17	2012	January	17-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	5C	3	UMus	C	M	S	A	12			2454	1	5	
17	2012	January	17-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	5D	3	Elru	C	M	S	A		1155/1168	1155/1168	2455	0	67	
17	2012	January	17-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	5E	3	X											
17	2012	January	17-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	5G	3	X											
17	2012	January	18-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	5C	4	Elru	C	F	N	A		1171/1166	1171/1166	2463	0	68	
17	2012	January	18-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	6B	4	UMus	R								1		
17	2012	January	18-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	6G	4	Elru	R	M	N	A		1155/1168	1155/1168	2455	0		
17	2012	January	18-Jan-12	CENTRAL	2	TOTAL	C2TOTAL	7B	4	Arni	C	M	S	A		1164/1153	1164/1153	2464	0		
17	2012	January	15-Jan-12	CENTRAL	3	OPEN	C3OPEN	3C	1	Croc 	C	M	N	A				2435	1	9	
17	2012	January	15-Jan-12	CENTRAL	3	OPEN	C3OPEN	5G	1	Gero	R	F	L	A	37	1480/1472	1480/1472	2289	0	97	
17	2012	January	15-Jan-12	CENTRAL	3	OPEN	C3OPEN	6E	1	Gero	C	M	S	A	37	1175/1175	1175/1175	2434	0	105	Right tag to be confirmed
17	2012	January	16-Jan-12	CENTRAL	3	OPEN	C3OPEN	1G	2	X											
17	2012	January	16-Jan-12	CENTRAL	3	OPEN	C3OPEN	2E	2	Elru	C	M	N	A		1116/1117	1116/1117	2445	0	64	
17	2012	January	16-Jan-12	CENTRAL	3	OPEN	C3OPEN	3B	2	Croc 	R								1		Dead
17	2012	January	16-Jan-12	CENTRAL	3	OPEN	C3OPEN	6F	2	UMus	C	F	P	A	11			2444	1	9.1	
17	2012	January	17-Jan-12	CENTRAL	3	OPEN	C3OPEN	2G	3	X											
17	2012	January	17-Jan-12	CENTRAL	3	OPEN	C3OPEN	3B	3	Arni	C	M	S	A		1162/1165	1162/1165	2457	0	59	
17	2012	January	17-Jan-12	CENTRAL	3	OPEN	C3OPEN	7B	3	Grdo	C	M	S	A		1160/1141	1160/1141	2456	0	27	
17	2012	January	18-Jan-12	CENTRAL	3	OPEN	C3OPEN	5G	4	Gero	R					1480/1472	1480/1472	2289	0		
17	2012	January	15-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	1B	1	Grdo	C	F	P	A		1156/1151	1156/1151	2437	0		
17	2012	January	15-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	2G	1	Elru	R	F	N	A		B1 945/B1 941	B1 945/B1 941	478	0	71	
17	2012	January	15-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	5B	1	Aehi	R	M	S	A		1466/1471	1466/1471	2281	0	120	
17	2012	January	15-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	6A	1	Gero	C	F	P	A	39	1172/1173	1172/1173	2436	0	122	
17	2012	January	15-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	7E	1	Aehi	R	F	P	A		1470/1408	1470/1408	2282	0	82	
17	2012	January	15-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	7F	1	Gero	C	M	N	J	35	1200/1199	1200/1199	2438	0	41	
17	2012	January	16-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	3A	2	Grmi	C	M	N	A				2446	0	14	
17	2012	January	16-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	3E	2	X											
17	2012	January	16-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	5E	2	X											
17	2012	January	16-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	7E	2	Aehi	R	M	S	A		1466/1471	1466/1471	2281	0		
17	2012	January	17-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	1B	3	Grdo	R					1156/1151	1156/1151	2437	0		
17	2012	January	17-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	4F	3	Elru	C					1176/1177	1176/1177	3672	0		
17	2012	January	17-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	6B	3	UMus	C	F	P	A	12			2458	1	9.4	
17	2012	January	17-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	7D	3	Aehi	R					1466/1471	1466/1471	2281	0		
17	2012	January	17-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	7E	3	Aehi	R					1470/1408	1470/1408	2282	0		
17	2012	January	18-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	3A	4	Grdo	C	M	N	A		1163/1157	1163/1157	2465	0	25	
17	2012	January	18-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	4F	4	Elru	R					1176/1177	1176/1177	3672	0		
17	2012	January	18-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	5C	4	Elru	R	F	L	A		B1 945/B1 941	B1 945/B1 941	478	0	59	
17	2012	January	18-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	5D	4	Elru	C	F	N	J		1452/1158	1452/1158	2466	0	37	
17	2012	January	18-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	7B	4	UMus	R								1		
17	2012	January	18-Jan-12	CENTRAL	3	TOTAL	C3TOTAL	7E	4	Aehi	R					1466/1471	1466/1471	2281	0		
17	2012	January	19-Jan-12	NORTH	1	OPEN	N1OPEN	6E	1	Taha	C	M	S	A	30	1349/1350	1349/1350	2470	0	43	
17	2012	January	20-Jan-12	NORTH	1	OPEN	N1OPEN		2												Nothing caught
17	2012	January	20-Jan-12	NORTH	1	OPEN	N1OPEN	3C	2	X											
17	2012	January	21-Jan-12	NORTH	1	OPEN	N1OPEN	6D	3	Taha	C	M	S	A	29	1345/1344	1345/1344	2489	0	43	
17	2012	January	22-Jan-12	NORTH	1	OPEN	N1OPEN		4												Nothing caught
17	2012	January	19-Jan-12	NORTH	1	TOTAL	N1TOTAL	1A	1	Aehi	C	F	L	A		1180/1189	1180/1189	2468	0	88	
17	2012	January	19-Jan-12	NORTH	1	TOTAL	N1TOTAL	2G	1	Aehi	C	M	S	A		1181/1188	1181/1188	2469	0	100	
17	2012	January	19-Jan-12	NORTH	1	TOTAL	N1TOTAL	3B	1	Gero	C	F	P	A	39	1179/1192	1179/1192	2467	0	90	
17	2012	January	19-Jan-12	NORTH	1	TOTAL	N1TOTAL	3E	1	Aehi	R	M	S	A		1593/1509	1593/1509	2253	0	115	
17	2012	January	19-Jan-12	NORTH	1	TOTAL	N1TOTAL	4E	1	X											
17	2012	January	19-Jan-12	NORTH	1	TOTAL	N1TOTAL	5C	1	X											
17	2012	January	20-Jan-12	NORTH	1	TOTAL	N1TOTAL	2C	2	Aehi	R					1180/1189	1180/1189	2468	0		
17	2012	January	20-Jan-12	NORTH	1	TOTAL	N1TOTAL	3D	2	Gero	R					1179/1192	1179/1192	2467	0		Dead
17	2012	January	20-Jan-12	NORTH	1	TOTAL	N1TOTAL	3F	2	X											
17	2012	January	20-Jan-12	NORTH	1	TOTAL	N1TOTAL	3G	2	X											
17	2012	January	20-Jan-12	NORTH	1	TOTAL	N1TOTAL	6E	2	Aehi	R					1181/1188	1181/1188	2469	0		
17	2012	January	21-Jan-12	NORTH	1	TOTAL	N1TOTAL	2A	3	Aehi	R					1180/1189	1180/1189	2468	0		
17	2012	January	21-Jan-12	NORTH	1	TOTAL	N1TOTAL	2C	3	Arni	C	M	S	A		1226/1227	1226/1227	2488	0	72	
17	2012	January	21-Jan-12	NORTH	1	TOTAL	N1TOTAL	2D	3	Aehi	R					1181/1188	1181/1188	2469	0		
17	2012	January	21-Jan-12	NORTH	1	TOTAL	N1TOTAL	4A	3	Aehi	R	M	S	A		1593/1509	1593/1509	2253	0	118	
17	2012	January	21-Jan-12	NORTH	1	TOTAL	N1TOTAL	6D	3	Croc 	C	F	N	A					1	8	Dead
17	2012	January	21-Jan-12	NORTH	1	TOTAL	N1TOTAL	6G	3	Gero	C	F	N	J	35	1169/1187	1169/1187	2486	0	37	
17	2012	January	22-Jan-12	NORTH	1	TOTAL	N1TOTAL	1C	4	UArvi	C	M	N	J		1225/1232	1225/1232	3432	0	45	
17	2012	January	22-Jan-12	NORTH	1	TOTAL	N1TOTAL	2A	4	Arni	R	F	N	A		1551/1234	1551/1511	2266	0	83	Right tag replaced
17	2012	January	22-Jan-12	NORTH	1	TOTAL	N1TOTAL	2C	4	Aehi	R					1181/1188	1181/1188	2469	0		
17	2012	January	22-Jan-12	NORTH	1	TOTAL	N1TOTAL	3E	4	Aehi	R					1593/1509	1593/1509	2253	0		
17	2012	January	22-Jan-12	NORTH	1	TOTAL	N1TOTAL	5A	4	Gero	C	M	S	A	39	1326/1327	1326/1327	2940	0	93	
17	2012	January	22-Jan-12	NORTH	1	TOTAL	N1TOTAL	6D	4	UMus	C	F	N	A	12			2508	1	4.9	
17	2012	January	22-Jan-12	NORTH	1	TOTAL	N1TOTAL	7D	4	UMus	C	F	P	A	11			2507	1	9.1	
17	2012	January	19-Jan-12	NORTH	2	OPEN	N2OPEN	1B	1	Gero	C	M	N	A	41				0	110	Dead
17	2012	January	19-Jan-12	NORTH	2	OPEN	N2OPEN	4C	1	Gero	C	M	N	J	36				0	50	Dead
17	2012	January	19-Jan-12	NORTH	2	OPEN	N2OPEN	6G	1	Gero	C	F	N	J	36	1194/1195	1194/1195	2474	0	52	
17	2012	January	20-Jan-12	NORTH	2	OPEN	N2OPEN	2C	2	X											
17	2012	January	20-Jan-12	NORTH	2	OPEN	N2OPEN	3F	2	UMus	C	M	S	A	13			2482	1	5.3	
17	2012	January	20-Jan-12	NORTH	2	OPEN	N2OPEN	4C	2	X											
17	2012	January	21-Jan-12	NORTH	2	OPEN	N2OPEN	1A	3	Arni	C	M	S	A					0		Escaped
17	2012	January	21-Jan-12	NORTH	2	OPEN	N2OPEN	1E	3	UMus	C	M	N	A	12			2498	1	5.3	
17	2012	January	21-Jan-12	NORTH	2	OPEN	N2OPEN	2A	3	UMus	C	M	S	A	12			2495	1	5.4	
17	2012	January	21-Jan-12	NORTH	2	OPEN	N2OPEN	3E	3	UMus	C	M	N	A	13				1	7.5	Dead
17	2012	January	22-Jan-12	NORTH	2	OPEN	N2OPEN	1C	4	Gero	C	F	N	A	38	1213/1250	1213/1250	2509	0	95	
17	2012	January	22-Jan-12	NORTH	2	OPEN	N2OPEN	3E	4	UMus	C	M	S	A	12			2513	1	4.2	
17	2012	January	22-Jan-12	NORTH	2	OPEN	N2OPEN	7B	4	UMus	C	M	S	A	13			2511	1	5.8	
17	2012	January	19-Jan-12	NORTH	2	TOTAL	N2TOTAL	3C	1	UMus	C	M	S	A	11			2473	1	6.8	
17	2012	January	19-Jan-12	NORTH	2	TOTAL	N2TOTAL	6A	1	X											
17	2012	January	19-Jan-12	NORTH	2	TOTAL	N2TOTAL	6F	1	UMus	C	F	P	A	13			2471	1	9.7	
17	2012	January	19-Jan-12	NORTH	2	TOTAL	N2TOTAL	7G	1	Gero	R	F	L	A	36	1520/1504	1520/1504	2265	0	95	
17	2012	January	20-Jan-12	NORTH	2	TOTAL	N2TOTAL	1C	2	Gero	C	M	N	J	36	1178/1183	1178/1183	2481	0	70	
17	2012	January	20-Jan-12	NORTH	2	TOTAL	N2TOTAL	4A	2	UMus	C	F	P	A	13			2480	1	8.8	
17	2012	January	20-Jan-12	NORTH	2	TOTAL	N2TOTAL	5G	2	X											
17	2012	January	20-Jan-12	NORTH	2	TOTAL	N2TOTAL	6A	2	X											
17	2012	January	20-Jan-12	NORTH	2	TOTAL	N2TOTAL	7F	2	Gero	R	F	P	A	37	1586/1589	1586/1589	2259	0	126	
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	1C	3	Gero	C	F	N	A	37	1242/1238	1242/1238	2504	0	72	
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	3C	3	Gero	C	M	S	A	39	1228/1229	1228/1229	2490	0	104	
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	4D	3	Gero	C	F	N	A	37	1247/1246	1247/1246	2505	0	77	
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	6A	3	Gero	C	F	N	A	36	1239/1240	1239/1240	2492	0	77	
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	6B	3	Gero	C	F	L	A	37	1235/1236	1235/1236	2493	0	95	
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	6F	3	Gero	R					1586/1589	1586/1589	2259	0		
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	6G	3	Gero	C	M	S	A	38	1241/1245	1241/1245	2491	0	105	
17	2012	January	21-Jan-12	NORTH	2	TOTAL	N2TOTAL	7F	3	UMus	C	F	P	A	13			2494	1	8	
17	2012	January	22-Jan-12	NORTH	2	TOTAL	N2TOTAL	2C	4	Gero	R					1228/1229	1228/1229	2490	0		
17	2012	January	22-Jan-12	NORTH	2	TOTAL	N2TOTAL	5A	4	UMus	R								1		
17	2012	January	22-Jan-12	NORTH	2	TOTAL	N2TOTAL	5G	4	Gero	C	F	N	A	37	1197/1230	1197/1230	2510	0	78	
17	2012	January	22-Jan-12	NORTH	2	TOTAL	N2TOTAL	6B	4	Gero	R					1247/1246	1247/1246	2505	0		
17	2012	January	22-Jan-12	NORTH	2	TOTAL	N2TOTAL	6E	4	Gero	R					1586/2589	1586/1589	2259	0		
17	2012	January	22-Jan-12	NORTH	2	TOTAL	N2TOTAL	7E	4	Gero	R					1241/1245	1241/1245	2491	0		
17	2012	January	22-Jan-12	NORTH	2	TOTAL	N2TOTAL	7F	4	Gero	C	M	N	J	32	B1 780/1328	B1 780/1328	2512	0	27	
17	2012	January	19-Jan-12	NORTH	3	OPEN	N3OPEN	2D	1	Croc 	C	F	N	A				2479	1	10	
17	2012	January	19-Jan-12	NORTH	3	OPEN	N3OPEN	4C	1	Elru	R	M	N	A		1588/1508	1588/1508	2268	0	57	
17	2012	January	19-Jan-12	NORTH	3	OPEN	N3OPEN	5A	1	X											
17	2012	January	19-Jan-12	NORTH	3	OPEN	N3OPEN	6E	1	X											
17	2012	January	19-Jan-12	NORTH	3	OPEN	N3OPEN	7F	1	Gero	C	F	L	A	37	1190/1193	1190/1193	2476	0	90	
17	2012	January	20-Jan-12	NORTH	3	OPEN	N3OPEN	3C	2	X											
17	2012	January	20-Jan-12	NORTH	3	OPEN	N3OPEN	3D	2	Gero	C	M	S	A	37	1347/1348	1347/1348	2483	0	110	
17	2012	January	21-Jan-12	NORTH	3	OPEN	N3OPEN	1F	3	Elru	C	F	N	A		1231/1233	1231/1233	2501	0	58	
17	2012	January	21-Jan-12	NORTH	3	OPEN	N3OPEN	3G	3	UMus	C	F	P	A	13			2503	1	10	
17	2012	January	21-Jan-12	NORTH	3	OPEN	N3OPEN	4B	3	Elru	R	M	S	A		1588/1508	1588/1508	2268	0	60	
17	2012	January	21-Jan-12	NORTH	3	OPEN	N3OPEN	6D	3	UMus	C	F	P	A	13			2502	1	12	
17	2012	January	22-Jan-12	NORTH	3	OPEN	N3OPEN	2G	4	Taha									0		Dead
17	2012	January	22-Jan-12	NORTH	3	OPEN	N3OPEN	4A	4	Gero	R					1251/1348	1347/1348	2483	0		Left tag replaced
17	2012	January	22-Jan-12	NORTH	3	OPEN	N3OPEN	4B	4	Elru	R					1588/1508	1588/1508	2268	0		
17	2012	January	22-Jan-12	NORTH	3	OPEN	N3OPEN	6C	4	UMus	C	F	P	A	12			2520	1	12	
17	2012	January	22-Jan-12	NORTH	3	OPEN	N3OPEN	6D	4	X											
17	2012	January	22-Jan-12	NORTH	3	OPEN	N3OPEN	7F	4	Gero	R					1248/1244	1248/1244	2499	0		
17	2012	January	22-Jan-12	NORTH	3	OPEN	N3OPEN	7G	4	Gero	C	F	N	J	35	1243/1249	1243/1249	2514	0	43	
17	2012	January	19-Jan-12	NORTH	3	TOTAL	N3TOTAL	4A	1	Aehi	C	F	L	A		1170/1182	1170/1182	2477	0	100	
17	2012	January	19-Jan-12	NORTH	3	TOTAL	N3TOTAL	4B	1	Gero	C	F	N	A	35	1191/1196	1191/1196	2478	0	68	
17	2012	January	19-Jan-12	NORTH	3	TOTAL	N3TOTAL	7A	1	Gero	R	F	P	A	39	1578/1562	1578/1562	2258	0	124	
17	2012	January	20-Jan-12	NORTH	3	TOTAL	N3TOTAL	4B	2	Gero	C	F	P	A	37	1185/1186	1185/1186	2485	0	110	
17	2012	January	20-Jan-12	NORTH	3	TOTAL	N3TOTAL	6B	2	Elru	R	M	N	A		B1 807/B1 804	B1 807/B1 804	471	0	54	
17	2012	January	20-Jan-12	NORTH	3	TOTAL	N3TOTAL	7A	2	Gero	C	M	S	A	38	1161/1198	1161/1198	2484	0	102	
17	2012	January	20-Jan-12	NORTH	3	TOTAL	N3TOTAL	7B	2	Gero	R					1578/1562	1578/1562	2258	0		
17	2012	January	20-Jan-12	NORTH	3	TOTAL	N3TOTAL	7E	2	Aehi	R					1170/1182	1170/1182	2477	0		
17	2012	January	21-Jan-12	NORTH	3	TOTAL	N3TOTAL	4A	3	Aehi	C	M	N	J		1234/1237	1234/1237	2500	0	22	
17	2012	January	21-Jan-12	NORTH	3	TOTAL	N3TOTAL	5A	3	Gero	C	M	S	A	39	1248/1244	1248/1244	2499	0	103	
17	2012	January	21-Jan-12	NORTH	3	TOTAL	N3TOTAL	7A	3	Aehi	R					1170/1182	1170/1182	2477	0		Dead
17	2012	January	21-Jan-12	NORTH	3	TOTAL	N3TOTAL	7E	3	Gero	R					1161/1198	1161/1198	2484	0		
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	1A	4	Gero	R					1185/1186	1185/1186	2485	0		
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	1E	4	Elru	R					B1 807/B1 804	B1 807/B1 804	471	0		
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	2G	4	Taha	C	F	N	A	28	1329/1330	1329/1330	2941	0	49	
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	4A	4	Aehi	C	M	N	J		1331/1332	1331/1332	2943	0	23	
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	4B	4	Gero	R					1191/1196	1191/1196	2478	0		
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	4G	4	Elru	R	F	P	A		B1 733/B1 731	B1 733/B1 731	2304	0	76	
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	5A	4	Aehi	R					1170/1182	1170/1182	2477	0		Dead
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	5C	4	Gero	C	M	S	A	38	1274/1275	1274/1275	2519	0	105	
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	6D	4	UMus	C	M	S	A	13			2517	1	5.8	
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	7A	4	X											
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	7D	4	Grdo	C	F	L	A		1342/1343	1342/1343	2516	0	33	
17	2012	January	22-Jan-12	NORTH	3	TOTAL	N3TOTAL	7E	4	X											
17	2012	January	11-Jan-12	SOUTH	1	OPEN	S1OPEN	3E	1	Gero	R	F	N	A	37	1663/1628	1663/1628	2177	0	95	
17	2012	January	11-Jan-12	SOUTH	1	OPEN	S1OPEN	3G	1	UMus	C	F	N	A	12			2318	1	4.4	
17	2012	January	11-Jan-12	SOUTH	1	OPEN	S1OPEN	4D	1	Same	R	F	N	A		1841/B1 916	1841/B1 916	1371	0	64	
17	2012	January	11-Jan-12	SOUTH	1	OPEN	S1OPEN	5C	1	Same	R	M	S	A		B1 884/B1 897	B1 884/B1 897	1361	0	90	
17	2012	January	11-Jan-12	SOUTH	1	OPEN	S1OPEN	5G	1	Aehi	R	M	S	A		1668/1645	1668/1645	2180	0	90	
17	2012	January	11-Jan-12	SOUTH	1	OPEN	S1OPEN	7B	1	Same	R	M	N	A		1752/1769	1752/1769	2132	0	58	
17	2012	January	11-Jan-12	SOUTH	1	OPEN	S1OPEN	7F	1	Aehi	R	F	N	A		B1 994/B1 979	B1 994/B1 979	302	0	115	
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	1G	2	UMus	C	F	N	A	12			2352	1	4.5	
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	2A	2	UMus	C	F	P	A				2351	1	7	
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	3D	2	Same	R					B1 884/B1 893	B1 882/B1 883	283	0		
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	3F	2	Gero	R	M	S	A		1568/1505	1568/1505	2246	0	121	
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	3G	2	UMus	R								1		
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	4F	2	X											
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	5D	2	Aehi	C	M	S	A		1436/1429	1436/1429	2350	0	104	
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	5E	2	X											
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	6D	2	Same	R					1841/B1 916	1841/B1 916	1371	0		
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	7B	2	Same	R					1752/1769	1752/1769	2132	0		
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	7F	2	Aehi	C	M	N	J		1443/1447	1443/1447	2349	0	36	
17	2012	January	12-Jan-12	SOUTH	1	OPEN	S1OPEN	7G	2	Aehi	R	M	S	A		1668/1496	1668/1645	2180	0	90	Right tag replaced
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	1G	3	UMus	R								1		
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	2B	3	Gero	R					1663/1628	1663/1628	2177	0		
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	2D	3	Same	C	M	S	A		B1 111/B1 193	B1 111/B1 193	2379	0	96	Wrong tags
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	3G	3	UMus	C	M	S	A	13			2382	1	9.7	
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	4C	3	Same	R					1841/B1 916	1841/B1 916	1371	0		
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	4F	3	UMus	C	M	S	A	12			2381	1	5.8	
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	5E	3	Same	R					1752/1769	1752/1769	2132	0		
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	5F	3	Aehi	R	M	S	A		1436/1429	1436/1429	2350	0		
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	6F	3	Gero	C	M	N	A	38	B1 795/B1 729	B1 795/B1 729	2377	0	89	
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	7B	3	Aehi	R	M	S	A		1595/1592	1595/1592	2220	0	115	
17	2012	January	13-Jan-12	SOUTH	1	OPEN	S1OPEN	7G	3	Aehi	R					1443/1447	1443/1447	2349	0		
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN		4	Same	R					B1 884/B1 893	B1 882/B1 883	283	0		
17	2012	January	14-Jan-12	SOUTH	1	OPEN	S1OPEN	1B	4	Gero	R					1663/1628	1663/1628	2177	0		
